smiles,nn_similarity,ecfp4_prob,ecfp4_pred,sim_bin
CC(C)C1C(=O)OC1C,0.4782608695652174,0.3802232056635161,0,"[0.4, 0.6)"
CCCCCCC(C(C)=O)C(=O)O,0.5925925925925926,0.3167390770082219,0,"[0.4, 0.6)"
CC=C(C(=O)O)C(C)C,0.4230769230769231,0.9998327074802579,1,"[0.4, 0.6)"
CCCCCCC(CC)C(=O)O,1.0,0.798683114949126,1,"[0.8, 1.0)"
CCCCC(C(=O)O)C(C)O,0.6071428571428571,0.9864819973599515,1,"[0.6, 0.8)"
CCCCC1C(=O)OC1C,0.6153846153846154,0.980148970662339,1,"[0.6, 0.8)"
CC=C(CCCC)C(=O)O,0.5652173913043478,0.7921031063055279,1,"[0.4, 0.6)"
CC=C(CCCCCC)C(=O)O,0.56,0.38597562242026834,0,"[0.4, 0.6)"
CCC(C(=O)O)C(C)C,0.6818181818181818,0.9999479180578786,1,"[0.6, 0.8)"
CC=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6842105263157895,0.005012193552259635,0,"[0.6, 0.8)"
CCCCC(CC)C(=O)O,1.0,0.9993786423915024,1,"[0.8, 1.0)"
CCC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.972972972972973,0.04618416570178266,0,"[0.8, 1.0)"
CC(C)C(C(=O)O)C(=O)CO,0.5652173913043478,0.9986468415109634,1,"[0.4, 0.6)"
CC(C)C1C(=O)COC1=O,0.5,0.9915568414620836,1,"[0.4, 0.6)"
O=C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)CO,0.7111111111111111,0.014311838170477655,0,"[0.6, 0.8)"
O=C1OCC(O)C1CCCCc1c[nH]c(Cl)c1Cl,0.6041666666666666,0.009635279484849085,0,"[0.6, 0.8)"
O=C1OC(CO)C1CCCCc1c[nH]c(Cl)c1Cl,0.6956521739130435,0.000280929185035936,0,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(O)CO,0.6451612903225806,0.6349863155286869,1,"[0.6, 0.8)"
CCCCCCC1C(=O)OCC1O,0.625,0.6624325187507957,1,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1CO,0.6363636363636364,0.05363980995521188,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(=O)CO,0.6,0.9868466625152887,1,"[0.6, 0.8)"
CCCCC1C(=O)COC1=O,0.6428571428571429,0.1075346802999556,0,"[0.6, 0.8)"
O=C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)CO,0.6666666666666666,0.001542232772730724,0,"[0.6, 0.8)"
O=C1COC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.6136363636363636,9.042793561195565e-06,0,"[0.6, 0.8)"
CC(C)C(C(=O)O)C(O)CO,0.5833333333333334,0.989041206034482,1,"[0.4, 0.6)"
CC(C)C1C(=O)OCC1O,0.5357142857142857,0.07606051261190266,0,"[0.4, 0.6)"
CC(C)C1C(=O)OC1CO,0.5357142857142857,0.9576790404769383,1,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)CO,0.5555555555555556,0.15616299750347362,0,"[0.4, 0.6)"
CCCCCCC1C(=O)COC1=O,0.6,0.001820652278497165,0,"[0.6, 0.8)"
CC(C)C(=CCO)C(=O)O,0.5,0.9921255248075154,1,"[0.4, 0.6)"
CC(C)C1=CCOC1=O,0.5,0.9901668432727587,1,"[0.4, 0.6)"
CCCCCCC(CCO)C(=O)O,0.7037037037037037,0.8469145674467541,1,"[0.6, 0.8)"
CCCCCCC1CCOC1=O,0.6,0.045118120505984655,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)CO,0.6296296296296297,0.9985840911991372,1,"[0.6, 0.8)"
CCCCC1C(=O)OCC1O,0.6666666666666666,0.992345040584796,1,"[0.6, 0.8)"
CCCCC1C(=O)OC1CO,0.6551724137931034,0.7892203278864981,1,"[0.6, 0.8)"
CCCCC(=CCO)C(=O)O,0.6153846153846154,0.7963489963965668,1,"[0.6, 0.8)"
CCCCC1=CCOC1=O,0.6428571428571429,0.7952114166909604,1,"[0.6, 0.8)"
CCCCCCC(=CCO)C(=O)O,0.5714285714285714,0.39215089503135725,0,"[0.4, 0.6)"
CCCCCCC1=CCOC1=O,0.6,0.21200407849887645,0,"[0.6, 0.8)"
CC(C)C(CCO)C(=O)O,0.5652173913043478,0.9994781296674141,1,"[0.4, 0.6)"
CC(C)C1CCOC1=O,0.5,0.9923288926855443,1,"[0.4, 0.6)"
O=C(O)C(=CCO)CCCCc1c[nH]c(Cl)c1Cl,0.65,0.005355818268737268,0,"[0.6, 0.8)"
O=C1OCC=C1CCCCc1c[nH]c(Cl)c1Cl,0.5217391304347826,0.005743628129931535,0,"[0.4, 0.6)"
CCCCC(CCO)C(=O)O,0.68,0.9995543370525227,1,"[0.6, 0.8)"
CCCCC1CCOC1=O,0.6428571428571429,0.7573600641705472,1,"[0.6, 0.8)"
O=C(O)C(CCO)CCCCc1c[nH]c(Cl)c1Cl,0.7380952380952381,0.04413692563286334,0,"[0.6, 0.8)"
O=C1OCCC1CCCCc1c[nH]c(Cl)c1Cl,0.627906976744186,0.000274732693395751,0,"[0.6, 0.8)"
C=CCCC(=O)C(C(=O)O)C(C)C,0.6551724137931034,0.9945760516510078,1,"[0.6, 0.8)"
C=CCCC(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7708333333333334,0.056094389082953194,0,"[0.6, 0.8)"
C=CCCC1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.7708333333333334,0.003147942690167259,0,"[0.6, 0.8)"
C=CCCC(O)C(CCCCCC)C(=O)O,0.6944444444444444,0.8768498279225273,1,"[0.6, 0.8)"
C=CCCC1OC(=O)C1CCCCCC,0.7027027027027027,0.3891092428997323,0,"[0.6, 0.8)"
C=CCCC(=O)C(CCCC)C(=O)O,0.6774193548387096,0.9912233128256495,1,"[0.6, 0.8)"
C=CCCC(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.723404255319149,0.002319737182402455,0,"[0.6, 0.8)"
C=CCCC(O)C(C(=O)O)C(C)C,0.6896551724137931,0.7834194327070019,1,"[0.6, 0.8)"
C=CCCC1OC(=O)C1C(C)C,0.6060606060606061,0.5256954919277879,1,"[0.6, 0.8)"
C=CCCC(=O)C(CCCCCC)C(=O)O,0.6363636363636364,0.2178810874201513,0,"[0.6, 0.8)"
C=CCCC=C(C(=O)O)C(C)C,0.5714285714285714,0.9952329661410949,1,"[0.4, 0.6)"
C=CCCCC(CCCCCC)C(=O)O,0.71875,0.9796348676068177,1,"[0.6, 0.8)"
C=CCCC(O)C(CCCC)C(=O)O,0.71875,0.9996536898399859,1,"[0.6, 0.8)"
C=CCCC1OC(=O)C1CCCC,0.7272727272727273,0.9767858599279985,1,"[0.6, 0.8)"
C=CCCC=C(CCCC)C(=O)O,0.6666666666666666,0.8905786272076337,1,"[0.6, 0.8)"
C=CCCC=C(CCCCCC)C(=O)O,0.6285714285714286,0.573159939783372,1,"[0.6, 0.8)"
C=CCCCC(C(=O)O)C(C)C,0.6551724137931034,0.9997712359854409,1,"[0.6, 0.8)"
C=CCCC=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.723404255319149,0.011083348830072282,0,"[0.6, 0.8)"
C=CCCCC(CCCC)C(=O)O,0.7586206896551724,0.999948724891018,1,"[0.6, 0.8)"
C=CCCCC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7777777777777778,0.28647505622535047,0,"[0.6, 0.8)"
CCCC(=O)C(C(=O)O)C(C)C,0.6,0.986677197303707,1,"[0.6, 0.8)"
CCCC(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7954545454545454,0.020931240704411245,0,"[0.6, 0.8)"
CCCC1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.7954545454545454,0.0012599822734519974,0,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(O)CCC,0.7241379310344828,0.5846727700278218,1,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1CCC,0.7333333333333333,0.12269226087290971,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(=O)CCC,0.64,0.960111540610046,1,"[0.6, 0.8)"
CCCC(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7272727272727273,0.0009008411052872212,0,"[0.6, 0.8)"
CCCC(O)C(C(=O)O)C(C)C,0.6153846153846154,0.5754229261940383,1,"[0.6, 0.8)"
CCCC1OC(=O)C1C(C)C,0.5517241379310345,0.31561528223005714,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)CCC,0.6206896551724138,0.056044354686477955,0,"[0.6, 0.8)"
CCCC=C(C(=O)O)C(C)C,0.56,0.9942496560395888,1,"[0.4, 0.6)"
CCCCCCC(CCCC)C(=O)O,0.7916666666666666,0.9114474260088543,1,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)CCC,0.7037037037037037,0.99825086596281,1,"[0.6, 0.8)"
CCCCC1C(=O)OC1CCC,0.7142857142857143,0.9023299534128251,1,"[0.6, 0.8)"
CCCC=C(CCCC)C(=O)O,0.6538461538461539,0.7805525920321189,1,"[0.6, 0.8)"
CCCC=C(CCCCCC)C(=O)O,0.6333333333333333,0.3698127464557485,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(C)C,0.6,0.9991752580450259,1,"[0.6, 0.8)"
CCCC=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7333333333333333,0.008833205256065992,0,"[0.6, 0.8)"
CCCCC(CCCC)C(=O)O,0.8095238095238095,0.9997289391534374,1,"[0.8, 1.0)"
CCCCC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.8048780487804879,0.09654504074168174,0,"[0.8, 1.0)"
COCC(=O)C(C(=O)O)C(C)C,0.6153846153846154,0.9962675085161684,1,"[0.6, 0.8)"
COCC(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6875,0.011512564605234726,0,"[0.6, 0.8)"
COCC1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.6875,0.00022209566083113594,0,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(O)COC,0.625,0.5923912376868672,1,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1COC,0.6363636363636364,0.04458662364660059,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(=O)COC,0.6428571428571429,0.9804327725141596,1,"[0.6, 0.8)"
COCC(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6739130434782609,0.0009894646066155944,0,"[0.6, 0.8)"
COCC(O)C(C(=O)O)C(C)C,0.6296296296296297,0.9863547410004365,1,"[0.6, 0.8)"
COCC1OC(=O)C1C(C)C,0.5666666666666667,0.8065799689966922,1,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)COC,0.6,0.10999813011655954,0,"[0.6, 0.8)"
COCC=C(C(=O)O)C(C)C,0.5769230769230769,0.9994043080734815,1,"[0.4, 0.6)"
CCCCCCC(CCOC)C(=O)O,0.65625,0.8257384679516517,1,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)COC,0.6666666666666666,0.9983056455399222,1,"[0.6, 0.8)"
CCCCC1C(=O)OC1COC,0.6774193548387096,0.7550728984707099,1,"[0.6, 0.8)"
CCCCC(=CCOC)C(=O)O,0.6551724137931034,0.8669935084448119,1,"[0.6, 0.8)"
CCCCCCC(=CCOC)C(=O)O,0.6129032258064516,0.518172946816431,1,"[0.6, 0.8)"
COCCC(C(=O)O)C(C)C,0.6153846153846154,0.999766206673881,1,"[0.6, 0.8)"
COCC=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6122448979591837,0.008544615849721002,0,"[0.6, 0.8)"
CCCCC(CCOC)C(=O)O,0.6785714285714286,0.9994797179365096,1,"[0.6, 0.8)"
COCCC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7111111111111111,0.03658395681056948,0,"[0.6, 0.8)"
CC(C)C(=O)C(C(=O)O)C(C)C,0.5238095238095238,0.9712940463528879,1,"[0.4, 0.6)"
CC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6956521739130435,0.011272803202211084,0,"[0.6, 0.8)"
CC(C)C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.6458333333333334,0.0015718942891636827,0,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(O)C(C)C,0.6363636363636364,0.5872408965348516,1,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1C(C)C,0.6129032258064516,0.248536921761635,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(=O)C(C)C,0.6,0.9661467979758915,1,"[0.6, 0.8)"
CC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7317073170731707,0.0005563416247344725,0,"[0.6, 0.8)"
CC(C)C(O)C(C(=O)O)C(C)C,0.5714285714285714,0.9956746097401554,1,"[0.4, 0.6)"
CC(C)C1OC(=O)C1C(C)C,0.6,0.9783795034529904,1,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(=O)C(C)C,0.6129032258064516,0.06576649009646954,0,"[0.6, 0.8)"
CC(C)C=C(C(=O)O)C(C)C,0.5454545454545454,0.9962800550383241,1,"[0.4, 0.6)"
CCCCCCC(CC(C)C)C(=O)O,0.6785714285714286,0.5739007981978819,1,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)C(C)C,0.6296296296296297,0.9982692516768131,1,"[0.6, 0.8)"
CCCCC1C(=O)OC1C(C)C,0.6551724137931034,0.9562334905191237,1,"[0.6, 0.8)"
CCCCC(=CC(C)C)C(=O)O,0.6296296296296297,0.802518198827472,1,"[0.6, 0.8)"
CCCCCCC(=CC(C)C)C(=O)O,0.5862068965517241,0.40136000049854814,0,"[0.4, 0.6)"
CC(C)CC(C(=O)O)C(C)C,0.5454545454545454,0.9969795942919433,1,"[0.4, 0.6)"
CC(C)C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6326530612244898,0.0053441300593808985,0,"[0.6, 0.8)"
CCCCC(CC(C)C)C(=O)O,0.6538461538461539,0.9981719624329327,1,"[0.6, 0.8)"
CC(C)CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7441860465116279,0.010678235236981595,0,"[0.6, 0.8)"
CCC(C)C(=O)C(C(=O)O)C(C)C,0.625,0.9957822080086377,1,"[0.6, 0.8)"
CCC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7659574468085106,0.02252002186080967,0,"[0.6, 0.8)"
CCC(C)C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.7,0.005954513565922906,0,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(O)C(C)CC,0.75,0.6537003493262631,1,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1C(C)CC,0.6363636363636364,0.4524337369992685,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(=O)C(C)CC,0.7142857142857143,0.977130150376194,1,"[0.6, 0.8)"
CCC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7555555555555555,0.0012846090560133653,0,"[0.6, 0.8)"
CCC(C)C(O)C(C(=O)O)C(C)C,0.6153846153846154,0.9933099308063142,1,"[0.6, 0.8)"
CCC(C)C1OC(=O)C1C(C)C,0.6206896551724138,0.9101973041273795,1,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(=O)C(C)CC,0.7333333333333333,0.09534103340162878,0,"[0.6, 0.8)"
CCC(C)C=C(C(=O)O)C(C)C,0.6153846153846154,0.9928543674790494,1,"[0.6, 0.8)"
CCCCCCC(CC(C)CC)C(=O)O,0.7419354838709677,0.22658028048341775,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)C(C)CC,0.7333333333333333,0.9986949953243581,1,"[0.6, 0.8)"
CCCCC1C(=O)OC1C(C)CC,0.6774193548387096,0.9820088741189118,1,"[0.6, 0.8)"
CCCCC(=CC(C)CC)C(=O)O,0.6551724137931034,0.6989217150931579,1,"[0.6, 0.8)"
CCCCCCC(=CC(C)CC)C(=O)O,0.6129032258064516,0.2769299928950898,0,"[0.6, 0.8)"
CCC(C)CC(C(=O)O)C(C)C,0.6,0.9979507993065039,1,"[0.6, 0.8)"
CCC(C)C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6938775510204082,0.004652630825908496,0,"[0.6, 0.8)"
CCCCC(CC(C)CC)C(=O)O,0.7241379310344828,0.9916505542454258,1,"[0.6, 0.8)"
CCC(C)CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7727272727272727,0.003562796991564541,0,"[0.6, 0.8)"
CC(C)C(C(=O)O)C(=O)C1CCCCC1,0.6428571428571429,0.9891858360447671,1,"[0.6, 0.8)"
O=C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C1CCCCC1,0.5961538461538461,0.08084898524906252,0,"[0.4, 0.6)"
O=C1OC(C2CCCCC2)C1CCCCc1c[nH]c(Cl)c1Cl,0.5833333333333334,0.0003077229755603314,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(O)C1CCCCC1,0.6571428571428571,0.9133351250930539,1,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1C1CCCCC1,0.6571428571428571,0.05845815412909763,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(=O)C1CCCCC1,0.6774193548387096,0.9619930613734358,1,"[0.6, 0.8)"
O=C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C1CCCCC1,0.6041666666666666,0.0005208219934442657,0,"[0.6, 0.8)"
CC(C)C(C(=O)O)C(O)C1CCCCC1,0.6551724137931034,0.9934682682356147,1,"[0.6, 0.8)"
CC(C)C1C(=O)OC1C1CCCCC1,0.5806451612903226,0.6014043576633868,1,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)C1CCCCC1,0.6363636363636364,0.05876426582509369,0,"[0.6, 0.8)"
CC(C)C(=CC1CCCCC1)C(=O)O,0.5666666666666667,0.9993951198557119,1,"[0.4, 0.6)"
CCCCCCC(CC1CCCCC1)C(=O)O,0.6470588235294118,0.7490621182809428,1,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)C1CCCCC1,0.696969696969697,0.9997659992900602,1,"[0.6, 0.8)"
CCCCC1C(=O)OC1C1CCCCC1,0.696969696969697,0.8039797755791408,1,"[0.6, 0.8)"
CCCCC(=CC1CCCCC1)C(=O)O,0.6875,0.8483603438363229,1,"[0.6, 0.8)"
CCCCCCC(=CC1CCCCC1)C(=O)O,0.6470588235294118,0.479982885445799,0,"[0.6, 0.8)"
CC(C)C(CC1CCCCC1)C(=O)O,0.6551724137931034,0.9994447444341796,1,"[0.6, 0.8)"
O=C(O)C(=CC1CCCCC1)CCCCc1c[nH]c(Cl)c1Cl,0.5652173913043478,0.007644971076776544,0,"[0.4, 0.6)"
CCCCC(CC1CCCCC1)C(=O)O,0.6875,0.9991743508693351,1,"[0.6, 0.8)"
O=C(O)C(CCCCc1c[nH]c(Cl)c1Cl)CC1CCCCC1,0.6326530612244898,0.024308861770583248,0,"[0.6, 0.8)"
CC(C)C(C(=O)O)C(=O)C1CCCC1C(=O)O,0.6666666666666666,0.9816267317974249,1,"[0.6, 0.8)"
CC(C)C1C(=O)OC(=O)C2CCCC2C1=O,0.59375,0.9327707734489367,1,"[0.4, 0.6)"
O=C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C1CCCC1C(=O)O,0.5535714285714286,0.023108699501434158,0,"[0.4, 0.6)"
O=C1OC(=O)C2CCCC2C(O)C1CCCCc1c[nH]c(Cl)c1Cl,0.5178571428571429,0.0005674850897948829,0,"[0.4, 0.6)"
O=C(O)C1CCCC1C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.5344827586206896,0.0015113422796005833,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(O)C1CCCC1C(=O)O,0.6923076923076923,0.7391885628257152,1,"[0.6, 0.8)"
CCCCCCC1C(=O)OC(=O)C2CCCC2C1O,0.7,0.10275944743060014,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1C1CCCC1C(=O)O,0.7142857142857143,0.23389456265663475,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(=O)C1CCCC1C(=O)O,0.696969696969697,0.9697098459921034,1,"[0.6, 0.8)"
CCCCC1C(=O)OC(=O)C2CCCC2C1=O,0.7058823529411765,0.5042553568015328,1,"[0.6, 0.8)"
O=C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C1CCCC1C(=O)O,0.58,0.000658659093386897,0,"[0.4, 0.6)"
O=C1OC(=O)C2CCCC2C(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.54,7.633235873287095e-05,0,"[0.4, 0.6)"
CC(C)C(C(=O)O)C(O)C1CCCC1C(=O)O,0.696969696969697,0.9876709698704838,1,"[0.6, 0.8)"
CC(C)C1C(=O)OC(=O)C2CCCC2C1O,0.6388888888888888,0.7825148220820832,1,"[0.6, 0.8)"
CC(C)C1C(=O)OC1C1CCCC1C(=O)O,0.6578947368421053,0.7862893220867372,1,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(=O)C1CCCC1C(=O)O,0.6571428571428571,0.07318767987012104,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC(=O)C2CCCC2C1=O,0.6666666666666666,0.015164132722179754,0,"[0.6, 0.8)"
CC(C)C(=CC1CCCC1C(=O)O)C(=O)O,0.6060606060606061,0.9998935216928988,1,"[0.6, 0.8)"
CC(C)C1=CC2CCCC2C(=O)OC1=O,0.6388888888888888,0.9625922445903945,1,"[0.6, 0.8)"
CCCCCCC(CC1CCCC1C(=O)O)C(=O)O,0.6842105263157895,0.5349448068074808,1,"[0.6, 0.8)"
CCCCCCC1CC2CCCC2C(=O)OC1=O,0.6842105263157895,0.05871760073478618,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)C1CCCC1C(=O)O,0.7297297297297297,0.999130440223754,1,"[0.6, 0.8)"
CCCCC1C(=O)OC(=O)C2CCCC2C1O,0.7368421052631579,0.8832559073567242,1,"[0.6, 0.8)"
CCCCC1C(=O)OC1C1CCCC1C(=O)O,0.75,0.952759660583771,1,"[0.6, 0.8)"
CCCCC(=CC1CCCC1C(=O)O)C(=O)O,0.7142857142857143,0.9499294840066366,1,"[0.6, 0.8)"
CCCCC1=CC2CCCC2C(=O)OC1=O,0.7368421052631579,0.7275986102529245,1,"[0.6, 0.8)"
CCCCCCC(=CC1CCCC1C(=O)O)C(=O)O,0.6756756756756757,0.757871577384579,1,"[0.6, 0.8)"
CCCCCCC1=CC2CCCC2C(=O)OC1=O,0.7,0.15616492490583145,0,"[0.6, 0.8)"
CC(C)C(CC1CCCC1C(=O)O)C(=O)O,0.696969696969697,0.9990423072844138,1,"[0.6, 0.8)"
CC(C)C1CC2CCCC2C(=O)OC1=O,0.6176470588235294,0.9162913112941259,1,"[0.6, 0.8)"
O=C(O)C(=CC1CCCC1C(=O)O)CCCCc1c[nH]c(Cl)c1Cl,0.5306122448979592,0.02545953004610749,0,"[0.4, 0.6)"
O=C1OC(=O)C2CCCC2C=C1CCCCc1c[nH]c(Cl)c1Cl,0.52,0.00395795887663018,0,"[0.4, 0.6)"
CCCCC(CC1CCCC1C(=O)O)C(=O)O,0.7222222222222222,0.9978602103336099,1,"[0.6, 0.8)"
CCCCC1CC2CCCC2C(=O)OC1=O,0.7222222222222222,0.8047200381019153,1,"[0.6, 0.8)"
O=C(O)C(CCCCc1c[nH]c(Cl)c1Cl)CC1CCCC1C(=O)O,0.5849056603773585,0.009509451545119563,0,"[0.4, 0.6)"
O=C1OC(=O)C2CCCC2CC1CCCCc1c[nH]c(Cl)c1Cl,0.5192307692307693,0.0003091734450147582,0,"[0.4, 0.6)"
CC(C)C(C(=O)O)C(=O)C1=CCCC1=O,0.696969696969697,0.9898215960073644,1,"[0.6, 0.8)"
O=C1CCC=C1C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.5636363636363636,0.01276546001062583,0,"[0.4, 0.6)"
O=C1CCC=C1C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.5490196078431373,0.00026043065009841355,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(O)C1=CCCC1=O,0.7,0.8976652512425867,1,"[0.6, 0.8)"
